# Newly-confirmed REGION-SAME no-funcmap US-C-portable functions.
# Generated by scripts/classify_nofuncmap.py (relocation-aware
# find_runs-style match + raw-byte exact pre-pass). These are NOT in
# layout/us_jp_funcmap.tsv -- the harvest agents can target them next.
# tier: exact=raw US bytes unique in JP (immediately portable);
#       reloc-unique=isolated-compile masked .text unique in JP;
#       reloc-ambiguous=masked .text matches >=2 JP sites (carve w/ neighbour).
# jp_addr	us_addr	size	tier	name	tu
0808B93C	08089678	48	reloc-ambiguous	PutChapterTitleBG	chapter_title
0808BB14	08089804	192	reloc-unique	LoadHelpBoxGfx	helpbox
0808BBD4	080898C4	188	reloc-unique	LoadHelpBoxGfx2	helpbox
0808C828	0808A518	12	reloc-unique	SetDialogueBoxConfig	helpbox
0808C834	0808A524	12	reloc-unique	GetDialogueBoxConfig	helpbox
0808C8E0	0808A5D0	480	reloc-unique	InitBoxDialogue	helpbox
0808D00C	0808ACFC	928	reloc-unique	PutBoxDialogueBoxSprites	helpbox
0808D3AC	0808B09C	56	reloc-unique	BoxDialogueDrawText_Init	helpbox
0808D3E4	0808B0D4	36	reloc-unique	BoxDialogue_StopFaceMouthMove	helpbox
0808D42C	0808B11C	92	reloc-unique	BoxDialogue_ClearTextLines	helpbox
0808DA98	0808B788	48	reloc-unique	BoxDialogueDrawText_WaitIdle	helpbox
0808DAC8	0808B7B8	76	reloc-unique	BoxDialogueDrawText_ScrollLines	helpbox
0808DEBC	0808BBAC	32	reloc-ambiguous	GetWindowQuadrant	player_interface
0808E688	0808C388	212	reloc-unique	PutUnitMapUiStatus	player_interface
0808E8CC	0808C5D0	320	reloc-unique	DrawUnitMapUi	player_interface
0808EA0C	0808C710	64	reloc-unique	GetUnitBurstMapUiOrientationAt	player_interface
0808EA4C	0808C750	412	reloc-unique	DrawUnitBurstMapUi	player_interface
0808EBE8	0808C8EC	120	reloc-unique	ClearUnitBurstMapUi	player_interface
0808EC60	0808C964	464	reloc-unique	DrawTerrainDisplayWindow	player_interface
0808EE30	0808CB34	40	reloc-unique	TerrainDisplay_Init	player_interface
0808EE58	0808CB5C	164	reloc-unique	TerrainDisplay_Loop_OnSideChange	player_interface
0808EEFC	0808CC00	160	reloc-unique	TerrainDisplay_Loop_Display	player_interface
0808EFC4	0808CCC8	172	reloc-unique	MMB_Loop_OnSideChange	player_interface
0808F070	0808CD74	220	reloc-unique	MMB_Loop_Display	player_interface
0808F198	0808CE9C	44	reloc-unique	BurstDisplay_Init	player_interface
0808F2C0	0808CFC4	376	reloc-unique	InitPlayerPhaseInterface	player_interface
0808F4FC	0808D200	136	reloc-unique	DrawGoalDisplayWindow	player_interface
0808F764	0808D47C	152	reloc-unique	GoalDisplay_Loop_OnSideChange	player_interface
0808F7FC	0808D514	448	reloc-unique	PutGoalDisplayWindow	player_interface
0808F9BC	0808D6D4	72	reloc-unique	GoalDisplay_Loop_SlideIn	player_interface
0808FA04	0808D71C	92	reloc-unique	GoalDisplay_Loop_SlideOut	player_interface
0808FA6C	0808D784	144	reloc-unique	GoalDisplay_Loop_Display	player_interface
080906C8	0808E3F4	72	reloc-unique	ChapterStatus_SetupFont	uichapterstatus
08090710	0808E43C	112	reloc-unique	DrawChapterStatusStatValues	uichapterstatus
080908DC	0808E608	276	reloc-unique	ChapterStatus_LoopKeyHandler	uichapterstatus
080909F0	0808E71C	44	reloc-unique	ChapterStatus_OnEnd	uichapterstatus
08090A1C	0808E748	28	reloc-unique	ChapterStatus_FocusLeaderUnit	uichapterstatus
08090A38	0808E764	56	reloc-unique	StartChapterStatusScreen	uichapterstatus
08090A70	0808E79C	24	reloc-unique	StartChapterStatusScreen_FromPrep	uichapterstatus
08090A88	0808E7B4	100	reloc-unique	StatusScreenSpriteDraw_Init	uichapterstatus
08090AEC	0808E818	448	reloc-unique	StatusScreenSpriteDraw_Loop	uichapterstatus
08091398	0808F0C4	40	reloc-unique	CgText_OnEnd	cgtext
08091574	08097378	28	reloc-ambiguous	ShowPrepScreenMenuActiveHand	prep_menuproc
08091574	080AD564	28	reloc-ambiguous	HideSysHandCursor	sysutil
08091590	0808F2BC	80	reloc-unique	CgText_ClearSpriteText	cgtext
0809189C	0808F5C8	604	reloc-unique	CgText_Display	cgtext
080921F8	0808FF18	132	reloc-unique	CgTextInterpreter_1	cgtext
0809227C	0808FF9C	40	reloc-unique	CgTextInterpreter_2	cgtext
080922A4	08096FAC	36	reloc-ambiguous	StartPrepScreenMenu	prep_menuproc
080922DC	0808FFFC	24	reloc-unique	IsCgTextBlocking	cgtext
080922F4	08090014	216	reloc-unique	YesNoChoice_Loop_KeyHandler	cgtext
0809242C	0809014C	112	reloc-unique	UnitList_ReorderPlayerUnits	unitlistscreen
0809249C	080901BC	124	reloc-unique	UnitList_PutHBarSprite	unitlistscreen
08092638	08090358	192	reloc-unique	UnitList_ClearUnusedEquipIcons	unitlistscreen
080928F8	08090620	140	reloc-unique	UnitList_StartStatScreen	unitlistscreen
080929D0	080906F8	140	reloc-unique	UnitListScreenSprites_Init	unitlistscreen
08092A5C	08090784	960	reloc-unique	UnitListScreenSprites_Main	unitlistscreen
08092E20	08090B48	272	reloc-unique	UnitList_AddUnit	unitlistscreen
08092F30	08090C58	168	reloc-unique	UnitList_BuildUnitListFromFaction	unitlistscreen
08092FD8	08090D00	128	reloc-unique	UnitList_BuildUnitList	unitlistscreen
080934BC	080911E4	164	reloc-unique	UnitList_DeployUnit	unitlistscreen
08093560	08091288	164	reloc-unique	UnitList_UndeployUnit	unitlistscreen
08093744	0809144C	908	reloc-unique	UnitList_HandleListInput	unitlistscreen
08093AD0	080917D8	732	reloc-unique	UnitList_HandleSortInput	unitlistscreen
08093DE4	08091AEC	276	reloc-unique	UnitList_Loop	unitlistscreen
08093EF8	08091C00	192	reloc-unique	UnitList_OnEnd	unitlistscreen
08093FB8	08091CC0	148	reloc-unique	UnitList_StartPageChange	unitlistscreen
0809404C	08091D54	444	reloc-unique	UnitList_PageChangeOut_Loop	unitlistscreen
08094208	08091F10	436	reloc-unique	UnitList_PageChangeIn_Loop	unitlistscreen
080943BC	080920C4	24	reloc-unique	StartUnitListScreenField	unitlistscreen
080943D4	080920DC	88	reloc-unique	StartUnitListScreenPrepMenu	unitlistscreen
0809442C	08092134	48	reloc-unique	StartUnitListScreenForSoloAnim	unitlistscreen
0809445C	08092164	48	reloc-unique	StartUnitListScreenUnk	unitlistscreen
0809448C	08092194	56	reloc-unique	StartUnitListScreenWorldMap	unitlistscreen
080944C4	080921CC	204	reloc-unique	UnitList_DrawColumnNames	unitlistscreen
080973C8	080950E8	80	reloc-ambiguous	Prep_LoadWindowGfx	prepscreen
080973C8	08098C3C	80	reloc-ambiguous	PutImg_PrepItemUseUnk	prep_itemscreen
08097418	08095138	128	reloc-unique	Prep_DrawWindowFrame	prepscreen
08097498	080951B8	20	reloc-unique	PrepScreenMenu_OnPickUnits	prepscreen
080974AC	080951CC	20	reloc-unique	PrepScreenMenu_OnItems	prepscreen
080974C0	080951E0	48	reloc-unique	PrepScreenMenu_OnSupport	prepscreen
080974F0	08095210	48	reloc-unique	PrepScreenMenu_OnSave	prepscreen
08097520	08095240	36	reloc-unique	PrepScreenMenu_OnStartPress	prepscreen
08097674	08095394	44	reloc-unique	PrepGetLatestCharId	prepscreen
080976A0	080953C0	48	reloc-unique	PrepSetLatestCharId	prepscreen
080976D0	080953F0	44	reloc-unique	IsCharacterForceDeployed	prepscreen
080976FC	0809541C	64	reloc-unique	CalcForceDeployedUnitCounts	prepscreen
080979B8	080956D8	112	reloc-unique	ReorderPlayerUnitsBasedOnDeployment	prepscreen
08097CFC	08095A1C	28	reloc-unique	RestartMuralBackground	prepscreen
08097E10	08095B30	52	reloc-unique	ResetPrepMenuDescTexts	prep_atmenu
08097E74	08095B94	68	reloc-unique	DrawPrepMenuDescTexts	prep_atmenu
08097F30	08095C50	52	reloc-ambiguous	LoadPrepBannerGfx	prep_atmenu
08097F30	08098C8C	52	reloc-ambiguous	PutImg_PrepPopupWindow	prep_itemscreen
08097F64	08095C84	568	reloc-unique	AtMenu_Reinitialize	prep_atmenu
0809819C	08095EBC	112	reloc-unique	EndPrepAtMenuIfNoUnitAvailable	prep_atmenu
08098234	08095F54	132	reloc-unique	AtMenu_DrawSubmenuOptions	prep_atmenu
080982B8	08095FD8	44	reloc-unique	CleanupPrepMenuScreen	prep_atmenu
080982E4	08096004	40	reloc-unique	AtMenu_InitSubmenuCursor	prep_atmenu
0809830C	0809602C	560	reloc-unique	AtMenu_CtrlLoop	prep_atmenu
0809853C	0809625C	56	reloc-unique	AtMenuSetUnitStateAndEndFlag	prep_atmenu
08098600	0809631C	116	reloc-unique	AtMenu_StartSubmenu	prep_atmenu
08098708	08096424	24	reloc-ambiguous	AtMenu_LockGame	prep_atmenu
08098708	0809643C	24	reloc-ambiguous	AtMenu_UnlockGame	prep_atmenu
0809874C	08096468	28	reloc-unique	StartPrepAtMenuWithConfig	prep_atmenu
08098778	08096494	96	reloc-unique	TraineePromo_ResetScreenEffect	prep_menuproc
080987D8	080964F4	120	reloc-unique	DoPromoteAnimForChar100	prep_menuproc
08098874	08096590	96	reloc-unique	NullExpForChar100AndResetScreen	prep_menuproc
080988D4	080965F0	120	reloc-unique	PrepPromoteDebugMaybe	prep_menuproc
080989AC	080966C8	40	reloc-ambiguous	PutPrepInformationSprite	prep_menuproc
080989AC	08096930	40	reloc-ambiguous	PutPrepChapterSprite_Skirmish	prep_menuproc
080989D4	080966F0	192	reloc-ambiguous	PutPrepChapterSprite_Default	prep_menuproc
080989D4	080967B0	192	reloc-ambiguous	PutPrepChapterSprite_Tower	prep_menuproc
08098B54	08096870	192	reloc-unique	PutPrepChapterSprite_Ruins	prep_menuproc
08098C3C	08096958	356	reloc-unique	DrawPrepScreenSprites	prep_menuproc
08098FF4	08096D10	564	reloc-unique	PrepMenu_CtrlLoop	prep_menuproc
08099250	08096F6C	44	reloc-unique	PrepMenu_ShowActiveHand	prep_menuproc
080992B4	08096FD0	28	reloc-unique	SetPrepScreenMenuOnBPress	prep_menuproc
080992D0	08096FEC	28	reloc-unique	SetPrepScreenMenuOnStartPress	prep_menuproc
080992EC	08097008	28	reloc-unique	SetPrepScreenMenuOnEnd	prep_menuproc
08099308	08097024	168	reloc-unique	SetPrepScreenMenuItem	prep_menuproc
080993B0	080970CC	64	reloc-unique	SetPrepScreenMenuSelectedItem	prep_menuproc
08099438	08097154	172	reloc-unique	DrawPrepScreenMenuFrameAt	prep_menuproc
080994E4	08097200	148	reloc-unique	SetPrepScreenMenuPosition	prep_menuproc
08099578	08097294	28	reloc-unique	GetPrepMenuItemAmt	prep_menuproc
08099594	080972B0	36	reloc-unique	EndPrepScreenMenu	prep_menuproc
080995B8	080972D4	108	reloc-unique	ResetPrepMenuScreen	prep_menuproc
08099640	0809735C	28	reloc-unique	ShowPrepScreenMenuFrozenHand	prep_menuproc
08099678	08097394	28	reloc-ambiguous	EnablePrepScreenMenu	prep_menuproc
0809A21C	08097F44	84	reloc-unique	CheckValidLinkArenaItemSupply	prep_utils
0809A270	08097F98	68	reloc-unique	CheckValidLinkArenaItemRemoval	prep_utils
0809A2EC	08098014	52	reloc-unique	GetPrepPageForItem	prep_utils
0809A320	08098048	412	reloc-unique	SortPrepScreenItemsByPage	prep_utils
0809A4BC	080981E4	212	reloc-unique	SomethingPrepListRelated	prep_utils
0809A590	080982B8	68	reloc-unique	RebuildConvoyFromPrepList	prep_utils
0809A5D4	080982FC	32	reloc-unique	DebugFillConvoyWithItems	prep_utils
0809A720	08098448	44	reloc-unique	DrawFundsSprite_Init	prep_itemscreen
0809A74C	08098474	52	reloc-unique	DrawFundsSprite_Loop	prep_itemscreen
0809A780	080984A8	36	reloc-unique	StartDrawPrepFundsSprite	prep_itemscreen
0809A7A4	080984CC	32	reloc-unique	ShowPrepFundsSpriteAt	prep_itemscreen
0809A7C4	080984EC	20	reloc-unique	HidePrepFundsSprite	prep_itemscreen
0809A804	0809852C	40	reloc-unique	DrawUnitInfoBg_Loop	prep_itemscreen
0809A82C	08098554	28	reloc-unique	StartDrawPrepUnitInfoBgSprites	prep_itemscreen
0809A848	08098570	32	reloc-unique	ShowUnitInfoBgSpritesAt	prep_itemscreen
0809A868	08098590	20	reloc-unique	HideUnitInfoBgSprites	prep_itemscreen
0809A890	080985B8	72	reloc-unique	PrepItemScreen_DrawFunds	prep_itemscreen
0809A8D8	08098600	32	reloc-unique	PrepItemScreen_HideFunds	prep_itemscreen
0809AE20	08098B48	32	reloc-unique	PrepItem_DrawPromptBox	prep_itemscreen
0809AE40	08098B68	64	reloc-unique	PrepItem_DrawPromptBoxGMap	prep_itemscreen
0809AE80	08098BA8	32	reloc-unique	PrepItem_DrawItemListBox	prep_itemscreen
0809AEA0	08098BC8	32	reloc-unique	PrepItem_DrawCommandMenuBox	prep_itemscreen
0809AEC0	08098BE8	84	reloc-unique	PrepItem_EndPopupBoxWorkers	prep_itemscreen
0809AF98	08098CC0	384	reloc-unique	PrepItem_DrawUnitGridScreen	prep_itemscreen
0809B118	08098E40	364	reloc-unique	PrepItemScreen_DpadKeyHandler	prep_itemscreen
0809B284	08098FAC	296	reloc-unique	PrepItem_UpdateGridScroll	prep_itemscreen
0809C84C	0809A580	196	reloc-unique	PrepUnit_DrawUnitListNames	prep_unitselect
0809C910	0809A644	40	reloc-unique	PrepUpdateMenuTsaScroll	prep_unitselect
0809C938	0809A66C	424	reloc-unique	PrepUnit_DrawSMSAndObjs	prep_unitselect
0809CB40	0809A874	132	reloc-unique	PrepUnit_InitGfx	prep_unitselect
0809CBC4	0809A8F8	56	reloc-unique	PrepUnit_InitSMS	prep_unitselect
0809CBFC	0809A930	184	reloc-unique	PrepUnit_DrawLeftUnitName	prep_unitselect
0809CCC4	0809A9F8	248	reloc-unique	PrepUnit_DrawUnitItems	prep_unitselect
0809CE9C	0809ABD0	112	reloc-unique	PrepCheckCanSelectUnit	prep_unitselect
0809CF0C	0809AC40	116	reloc-unique	PrepCheckCanUnselectUnit	prep_unitselect
0809D090	0809ADC8	72	reloc-unique	PrepUnit_AdjustScrollToCursor	prep_unitselect
0809D0D8	0809AE10	44	reloc-unique	PrepUnit_UpdateScrollArrows	prep_unitselect
0809D104	0809AE3C	64	reloc-unique	ProcPrepUnit_OnInit	prep_unitselect
0809D638	0809B370	24	reloc-unique	PrepUnit_ParkCursorOffList	prep_unitselect
0809D67C	0809B3B4	88	reloc-unique	PrepUnit_WaitDpadUpLoop	prep_unitselect
0809DAF4	0809B830	60	reloc-unique	DrawPrepScreenItemIcons	prep_itemtrade
0809DB30	0809B86C	712	reloc-unique	PrepItemTrade_Init	prep_itemtrade
0809E100	0809BE3C	36	reloc-unique	StartPrepItemTradeScreenProc	prep_itemtrade
0809E124	0809BE60	32	reloc-unique	StartPrepItemTradeScreenProcAtSlot	prep_itemtrade
0809E144	0809BE80	144	reloc-unique	PrepItemUseTryMoveHand	prep_itemuse
0809E764	0809C4B4	36	reloc-unique	PrepItemUseParallel_UpdateSMS	prep_itemuse
0809EAC4	0809C820	288	reloc-unique	PrepItemUse_CtrlLoop	prep_itemuse
0809EC98	0809C9F4	32	reloc-unique	PrepItemUse_ConfirmWindowInit	prep_itemuse
0809EE4C	0809CBA8	152	reloc-unique	PrepItemUse_ExecPromotionItemUnused	prep_itemuse
0809EF94	0809CCFC	24	reloc-ambiguous	StartPrepItemUseScreen	prep_itemuse
0809EFAC	0809CD14	192	reloc-unique	PrepItemUseBooster_OnDraw	prep_itemusemind
0809F370	0809D0D4	168	reloc-unique	PrepItemUseJuna_OnInit	prep_itemusemind
0809F418	0809D17C	68	reloc-unique	PrepItemUseJuna_IDLE	prep_itemusemind
0809F45C	0809D1C0	132	reloc-unique	PrepItemUseJuna_OnEnd	prep_itemusemind
0809F6B4	0809D418	100	reloc-unique	PrepItemSupply_DrawItemListIcons	prep_itemsupply
0809F718	0809D47C	180	reloc-unique	PrepItemSupply_DrawItemListRow	prep_itemsupply
0809F80C	0809D570	152	reloc-unique	PrepItemSupply_Init	prep_itemsupply
0809F8A4	0809D608	60	reloc-unique	PrepItemSupply_InitGiveTakeText	prep_itemsupply
080A0250	0809DFB0	164	reloc-unique	PrepItemSupply_SwitchPageLeft	prep_itemsupply
080A02F4	0809E054	172	reloc-unique	PrepItemSupply_SwitchPageRight	prep_itemsupply
080A03A0	0809E100	132	reloc-unique	PrepItemSupply_ClampScroll	prep_itemsupply
080A0424	0809E184	148	reloc-unique	PrepItemSupply_AdjustCursorAndScroll	prep_itemsupply
080A04B8	0809E218	164	reloc-unique	PrepItemSupply_ScrollVertical	prep_itemsupply
080A0F9C	0809ECFC	144	reloc-unique	List_PutHighlightedCategorySprites	prep_itemlist
080A102C	0809ED8C	880	reloc-unique	PrepItemList_InitGfx	prep_itemlist
080A139C	0809F0FC	84	reloc-unique	PrepItemList_OnEnd	prep_itemlist
080A14B8	0809F218	172	reloc-unique	PrepItemList_SwitchPageLeft	prep_itemlist
080A1564	0809F2C4	172	reloc-unique	PrepItemList_SwitchPageRight	prep_itemlist
080A1610	0809F370	132	reloc-unique	PrepItemList_ClampCursorAndScroll	prep_itemlist
080A1694	0809F3F4	164	reloc-unique	PrepItemList_ScrollVertical	prep_itemlist
080A1738	0809F498	348	reloc-unique	PrepItemList_TakeItemToUnit	prep_itemlist
080A1894	0809F5F4	148	reloc-unique	PrepItemList_SnapCursorIntoView	prep_itemlist
080A1928	0809F688	1024	reloc-unique	PrepItemList_Loop_MainKeyHandler	prep_itemlist
080A1D28	0809FA88	172	reloc-unique	PrepItemList_MoveUnitInvCursor	prep_itemlist
080A1E10	0809FB70	180	reloc-unique	PrepItemList_SwapItemWithUnitSlot	prep_itemlist
080A2198	0809FEFC	120	reloc-unique	WmSell_DrawSellOptionSpriteText	prep_wm_sell
080A2210	0809FF74	60	reloc-unique	WmSell_DrawValueSpriteText	prep_wm_sell
080A224C	0809FFB0	132	reloc-unique	WmSell_DrawItemGoldValue	prep_wm_sell
080A22D0	080A0034	72	reloc-unique	WmSell_DrawPartyFunds	prep_wm_sell
080A25C8	080A032C	152	reloc-unique	WmSell_MainLoop_HandleDpadKeys	prep_wm_sell
080A2858	080A05BC	144	reloc-unique	WmSell_ConfirmSellItem	prep_wm_sell
080A28E8	080A064C	164	reloc-unique	WmSell_OnLoop_ConfirmSellKeyHandler	prep_wm_sell
080A29C0	080A0724	52	reloc-unique	FortuneSubMenu_StartText	prep_80A0760
080A2BF8	080A0944	24	reloc-unique	StartFortuneSubMenu	prep_80A0760
080A2C40	080A098C	28	reloc-unique	GetChapterDivinationTextIdHectorStory	prep_80A0760
080A2C5C	080A09A8	28	reloc-unique	GetChapterDivinationTextIdBeginning	prep_80A0760
080A2C78	080A09C4	28	reloc-unique	GetChapterDivinationTextIdEnding	prep_80A0760
080A2C94	080A09E0	28	reloc-unique	GetChapterDivinationFee	prep_80A0760
080A2CB0	080A09FC	28	reloc-unique	GetChapterDivinationPortrait	prep_80A0760
080A4954	080A0B6C	80	reloc-unique	GetSupportClassForCharId	uisupport
080A49A4	080A0BBC	56	reloc-unique	DoesCharIdHaveSupportTalk	uisupport
080A49DC	080A0BF4	76	reloc-unique	RegisterAllSupportTalksToGlobalSave	uisupport
080A5F9C	080A21D0	76	reloc-unique	SupportSubScreen_Init	uisupport
080A6040	080A2274	468	reloc-unique	SupportSubScreen_SetupGraphics	uisupport
080A6214	080A2448	432	reloc-unique	SupportSubScreen_Loop_KeyHandler	uisupport
080A63C4	080A25F8	176	reloc-unique	SupportSubScreen_StartSupportConvo	uisupport
080A6474	080A26A8	136	reloc-unique	SupportSubScreen_StartSwapPage	uisupport
080A64FC	080A2730	208	reloc-unique	SupportSubScreen_DrawScrolledTilemaps	uisupport
080A7680	080A2C3C	116	reloc-unique	SramInit	bmsave-lib
080A7704	080A2CC0	60	reloc-unique	WipeSram	bmsave-lib
080A77EC	080A2DA8	40	reloc-unique	WriteGlobalSaveInfo	bmsave-lib
080A7814	080A2DD0	20	reloc-unique	WriteGlobalSaveInfoNoChecksum	bmsave-lib
080A7828	080A2DE4	196	reloc-unique	InitGlobalSaveInfodata	bmsave-lib
080A78EC	080A2EA8	44	reloc-unique	EraseBonusContentData	bmsave-lib
080A7F10	080A34CC	52	reloc-unique	GetTotalAverageSupportValue	bmsave-lib
080A7F88	080A3544	64	reloc-unique	GetTotalSupportCollection	bmsave-lib
080A7FC8	080A3584	104	reloc-unique	GetGlobalBestSupport	bmsave-lib
080A8030	080A35EC	312	reloc-unique	GetGlobalSupportListFromSave	bmsave-lib
080A858C	080A3B48	656	reloc-unique	GenerateGameRankSaveData	bmsave-lib
080A886C	080A3E28	36	reloc-unique	EraseSoundRoomSaveData	bmsave-lib
080A88E8	080A3EA4	44	reloc-unique	WriteSoundRoomSaveData	bmsave-lib
080A89C8	080A3F84	36	reloc-unique	EraseLinkArenaStruct2	bmsave-lib
080A8A44	080A4000	44	reloc-unique	WriteLinkArenaStruct2	bmsave-lib
080A8B48	080A4104	160	reloc-unique	ClearPidChStatsSaveData	bmsave-bwl
080A8BE8	080A41A4	36	reloc-unique	ClearPidStats_ret	bmsave-bwl
080A8C0C	080A41C8	84	reloc-unique	ClearPidStats	bmsave-bwl
080A8C60	080A421C	44	reloc-unique	ReadPidStats	bmsave-bwl
080A8C8C	080A4248	28	reloc-unique	ReadChapterStats	bmsave-bwl
080A8CA8	080A4264	36	reloc-unique	WritePidStats	bmsave-bwl
080A8CCC	080A4288	20	reloc-unique	WriteChapterStats	bmsave-bwl
080A93BC	080A4978	44	reloc-unique	PidStatsGetTotalLevel	bmsave-bwl
080A93E8	080A49A4	36	reloc-unique	PidStatsGetTotalExpGain	bmsave-bwl
080A964C	080A4C08	12	reloc-unique	GetCurerentGameMode	bmsave-bwl
080A9740	080A4CFC	44	reloc-unique	GetPidStats	bmsave-bwl
080A9784	080A4D40	28	reloc-unique	WriteBonusContentClaimFlags	bmsave
080A97A0	080A4D5C	36	reloc-unique	ReadBonusContentClaimFlags	bmsave
080A9C44	080A522C	32	reloc-unique	ReadGameSavePlaySt	bmsave
080A9C64	080A524C	40	reloc-unique	LoadSavedBonusClaimFlags	bmsave
080A9C8C	080A5274	28	reloc-unique	LoadSavedWMStuff	bmsave
080A9CA8	080A5290	44	reloc-unique	LoadSavedEid8A	bmsave
080A9D54	080A533C	1112	reloc-unique	WriteGameSavePackedUnit	bmsave
080AA1AC	080A5794	588	reloc-unique	LoadSavedUnit	bmsave
080AADA4	080A638C	36	reloc-unique	ReadTraps	bmsave
080AADC8	080A63B0	32	reloc-unique	GetLastSuspendSaveId	bmsave
080AAF78	080A6560	352	reloc-unique	WriteNewMultiArenaSave	bmsave-multiarena
080AB0D8	080A66C0	52	reloc-unique	ReadMultiArenaSaveTeamRaw	bmsave-multiarena
080AB10C	080A66F4	68	reloc-unique	ReadMultiArenaSaveTeamName	bmsave-multiarena
080AB150	080A6738	60	reloc-unique	WriteMultiArenaSaveTeamName	bmsave-multiarena
080AB18C	080A6774	84	reloc-unique	WipeMultiArenaSaveTeam	bmsave-multiarena
080AB1E0	080A67C8	120	reloc-unique	CopyMultiArenaSaveTeam	bmsave-multiarena
080AB258	080A6840	156	reloc-unique	SwapMultiArenaSaveTeams	bmsave-multiarena
080AB2F4	080A68DC	96	reloc-unique	WriteMultiArenaSaveTeam	bmsave-multiarena
080AB354	080A693C	100	reloc-unique	ReadMultiArenaSaveTeam	bmsave-multiarena
080AB3B8	080A69A0	60	reloc-unique	WriteMultiArenaSaveRankings	bmsave-multiarena
080AB3F4	080A69DC	40	reloc-unique	ReadMultiArenaSaveRankings	bmsave-multiarena
080AB41C	080A6A04	60	reloc-unique	WriteMultiArenaSaveConfig	bmsave-multiarena
080AB458	080A6A40	40	reloc-unique	ReadMultiArenaSaveConfig	bmsave-multiarena
080AB4B8	080A6AA0	92	reloc-unique	LoadAndVerfySuspendSave	bmsave-xmap
080AB514	080A6AFC	116	reloc-unique	ReadExtraMapSaveHead	bmsave-xmap
080AB750	080A6D38	20	reloc-unique	NullBmMapHidden_	bmsave-xmap
080AB764	080A6D4C	84	reloc-unique	GetCurrentChapterStats	bmsave-xmap
080AB924	080A6F0C	68	reloc-unique	ReadWorldMapPaths	bmsave-gmap
080ABA8C	080A7074	60	reloc-unique	ClearWorldMapStuff	bmsave-gmap
080ABAC8	080A70B0	136	reloc-unique	WriteWorldMapStuff	bmsave-gmap
080ABD8C	080A7374	516	reloc-unique	EraseInvalidSaveData	bmsave-misc
080AC624	080A7C0C	80	reloc-unique	GetMinimapObjectCellAt	minimap
080AC89C	080A7E84	64	reloc-unique	Minimap_Init	minimap
080ACA38	080A8020	408	reloc-unique	Minimap_OpenAnim	minimap
080ACBD0	080A81B8	124	reloc-unique	Minimap_InitCloseAnim	minimap
080ACC4C	080A8234	412	reloc-unique	Minimap_CloseAnim	minimap
080ACDE8	080A83D0	64	reloc-unique	ApplyMinimapGraphics	minimap
080ACEB4	080A849C	60	reloc-unique	Minimap_ApplyFlashPalette	minimap
080ACEF0	080A84D8	68	reloc-unique	Minimap_ApplyViewportFlashColor	minimap
080ACF34	080A851C	76	reloc-unique	Minimap_PutViewport	minimap
080ACF80	080A8568	124	reloc-unique	Minimap_AdjustDisplay	minimap
080AD0E4	080A86CC	60	reloc-unique	Minimap_AdjustCursorOnClose	minimap
080AD120	080A8708	192	reloc-unique	Minimap_Main	minimap
080AD208	080A87F0	60	reloc-unique	DrawMinimap	minimap
080AE100	080A96EC	724	reloc-unique	SaveMenuWaitSlotBoxScrolling	savemenu
080AE3D4	080A99C0	72	reloc-unique	SaveMenuScrollSlot	savemenu
080AF248	080AA768	40	reloc-unique	GetWMNodeNameForSaveMenu	savemenu
080AF28C	080AA7AC	64	reloc-unique	SaveMenuUpdateCursorPalette	savemenu
080AF2CC	080AA7EC	492	reloc-unique	SaveDraw_DrawPlayTime	savedraw
080B0028	080AB56C	436	reloc-unique	SaveDraw_UpdateParticles	savedraw
080B01DC	080AB720	64	reloc-unique	SaveBgFog_Init	savedraw
080B083C	080ABD88	180	reloc-unique	SaveMenuInitSlotPalette	difficultymenu
080B0AE8	080AC034	68	reloc-unique	DifficultySelect_PutModeText	difficultymenu
080B0EC0	080AC418	224	reloc-unique	DrawDifficultyMenuCursorMaybe	difficultymenu
080B1E04	080AD364	208	reloc-unique	DisplayExtendedSysHand	sysutil
080B20B0	080AD610	832	reloc-unique	SysGrayBox_Loop	sysutil
080B23F0	080AD950	72	reloc-unique	NewSysGrayBox	sysutil
080B2438	080AD998	80	reloc-unique	EnableUnransportWindow	sysutil
080B2488	080AD9E8	40	reloc-unique	DisableSysGrayBox	sysutil
080B3798	080AEB60	44	reloc-unique	BonusClaimHelp_Init	bonusclaim_helpbox
080B37C4	080AEB8C	64	reloc-unique	BonusClaimHelp_Loop	bonusclaim_helpbox
080B3984	080AED64	348	reloc-unique	InitSoundRoomSongData	soundroom
080B3AE4	080AEEC4	36	reloc-unique	SoundRoomSongChange_FadeOutPrevious	soundroom
080B3B08	080AEEE8	60	reloc-unique	SoundRoomSongChange_StartNext	soundroom
080B3B84	080AEF64	380	reloc-unique	InitSoundRoomShuffleBuffer	soundroom
080B3DF8	080AF1D8	72	reloc-unique	InitSoundRoomVolumeGraph	soundroom
080B3F58	080AF338	24	reloc-unique	SoundRoom_UpdateScrollBar	soundroom
080B3F70	080AF350	40	reloc-unique	SoundRoom_PutHandCursor	soundroom
080B3FE8	080AF3C8	264	reloc-unique	SoundRoom_DrawSongList	soundroom
080B4CA0	080B0088	244	reloc-unique	SoundRoom_DrawSongTitleSprites	soundroom
080B4D94	080B017C	136	reloc-unique	DrawSoundRoomVolumeGraphSprites	soundroom
